ID,Тип,Артикул,Ім'я,Опубліковано,Рекомендовано?,Видимість в каталозі,Короткий опис,Опис,Початок акції,Завершення акції,Статус податку,Клас податку,В наявності?,Запас,Низька кількість запасів,Дозволити резервування?,Продавати окремо?,Вага (kg),Довжина (cm),Ширина (cm),Висота (cm),Дозволити відгуки?,Примітка до покупки,Ціна зі знижкою,Звичайна ціна,Категорії,Позначки,Клас доставки,Зображення,Ліміт завантажень,Число днів до закінчення Завантаження,Предок,Згруповані товари,Над продажі,Супутні товари,Зовнішній URL,Текст кнопки,Положення,Назва 1 атрибуту,1 значення атрибуту,Атрибут 1 видимий,Атрибут 1 глобальний,Назва 2 атрибуту,2 значення атрибуту,Атрибут 2 видимий,Атрибут 2 глобальний,Мета ідентифікатор :ocean_sidebar,Мета ідентифікатор :ocean_second_sidebar,Мета ідентифікатор :ocean_disable_margins,Мета ідентифікатор :ocean_display_top_bar,Мета ідентифікатор :ocean_display_header,Мета ідентифікатор :ocean_center_header_left_menu,Мета ідентифікатор :ocean_custom_header_template,Мета ідентифікатор :ocean_header_custom_menu,Мета ідентифікатор :ocean_menu_typo_font_family,Мета ідентифікатор :ocean_disable_title,Мета ідентифікатор :ocean_disable_heading,Мета ідентифікатор :ocean_disable_breadcrumbs,Мета ідентифікатор :ocean_display_footer_widgets,Мета ідентифікатор :ocean_display_footer_bottom,Мета ідентифікатор :ocean_custom_footer_template,Мета ідентифікатор :_wpml_media_featured,Мета ідентифікатор :_wc_product_documents_title,Мета ідентифікатор :_wc_product_documents_display,Мета ідентифікатор :_wpml_word_count,Мета ідентифікатор :_yoast_wpseo_primary_product_cat,Мета ідентифікатор :osh_disable_topbar_sticky,Мета ідентифікатор :osh_disable_header_sticky,Мета ідентифікатор :osh_sticky_header_style,Мета ідентифікатор :_wpml_media_duplicate,Мета ідентифікатор :_yoast_wpseo_focuskw,Мета ідентифікатор :_yoast_wpseo_linkdex,Мета ідентифікатор :_yoast_wpseo_content_score,Мета ідентифікатор :_yoast_wpseo_focuskeywords,Мета ідентифікатор :_yoast_wpseo_keywordsynonyms,Мета ідентифікатор :_wpml_media_has_media,Мета ідентифікатор :wbcr_wp_old_slug,Мета ідентифікатор :_wp_old_date,Мета ідентифікатор :_oembed_533515a706e016a9bb304a9772c907bb,Мета ідентифікатор :_oembed_time_533515a706e016a9bb304a9772c907bb,Атрибут 2 за замовчуванням,Мета ідентифікатор :_oembed_bfb8e4d53f7029a37bc2ec572bb20b50,Мета ідентифікатор :_oembed_time_bfb8e4d53f7029a37bc2ec572bb20b50,Мета ідентифікатор :ocean_post_title_style,Мета ідентифікатор :ocean_post_title_background,Мета ідентифікатор :ocean_post_title_bg_image_repeat,Мета ідентифікатор :ocean_post_title_bg_image_size,Мета ідентифікатор :ocean_post_title_bg_overlay,Мета ідентифікатор :ocean_post_title_bg_image_position,Мета ідентифікатор :_oembed_cf5fdf2a60f830e751fd1e288dbafa69,Мета ідентифікатор :_oembed_time_cf5fdf2a60f830e751fd1e288dbafa69,Назва 3 атрибуту,3 значення атрибуту,Атрибут 3 видимий,Атрибут 3 глобальний,Атрибут 3 за замовчуванням,Мета ідентифікатор :_oembed_86593aa9e750ff0f36a65e39973ef073,Мета ідентифікатор :_oembed_time_86593aa9e750ff0f36a65e39973ef073,Мета ідентифікатор :_oembed_b33ae0ea6d4e6f2962235e24f863946f,Мета ідентифікатор :_oembed_time_b33ae0ea6d4e6f2962235e24f863946f,Мета ідентифікатор :_oembed_86ffc6ca0f8f231f0b249032a7f5b2c7,Мета ідентифікатор :_oembed_time_86ffc6ca0f8f231f0b249032a7f5b2c7
679,variation,PC006-20,ALU EXPERT - 20 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1633.5,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/ALU-EXPERT-1.jpg,,,PC006,,,"N262, KWAR",,,0,Об'єм,20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
680,variation,PC006-200,ALU EXPERT - 200 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,13364.93,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/ALU-EXPERT-1.jpg,,,PC006,,,"N262, KWAR",,,2,Об'єм,200 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-200-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
681,variation,PC006-20-2,ALU EXPERT - 2x20 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3118.5,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/ALU-EXPERT-1.jpg,,,PC006,,,"N262, KWAR",,,3,Об'єм,2x20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-2x20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
682,variation,PC006-60,ALU EXPERT - 60 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4454.93,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/ALU-EXPERT-1.jpg,,,PC006,,,"N262, KWAR",,,4,Об'єм,60 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-60-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
683,variation,PC006-1,ALU EXPERT - 1 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,111.44,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/ALU-EXPERT.jpg,,,PC006,,,"N262, KWAR",,,5,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
684,variation,PC006-6,ALU EXPERT - 6 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,579.08,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/ALU-EXPERT-1.jpg,,,PC006,,,"N262, KWAR",,,6,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-6-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
685,variation,PC006-10,ALU EXPERT - 10 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,891,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/ALU-EXPERT-1.jpg,,,PC006,,,"N262, KWAR",,,7,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
688,variable,PC008,ROST,1,0,visible,"<strong>Концентрат для видалення нальоту та іржі</strong>
\nЗасіб призначений для очищення поверхонь з кераміки, металу, скла та пластику. Видаляє іржу та будь-яке вапняне відкладення, яке утворюється внаслідок використання твердих вод.","ROST - засіб, призначений для очищення поверхонь з кераміки, металу, скла та пластику. Видаляє іржу та будь-яке вапняне відкладення, яке утворюється внаслідок використання твердих вод.
\n
\nЗавдяки дуже хорошим очищувальним властивостям препарат знаходить застосування:
\n<ul>
\n 	<li>у харчовій промисловості (пивоварні, молочні заводи, переробні підприємства, резервуари для зберігання тощо.);</li>
\n 	<li>при мийці санітарних приміщень (стін та підлоги душів і туалетів, коридорів);</li>
\n 	<li>в мийці санітарно-технічного обладнання (ванни, змішувачі, унітази);</li>
\n 	<li>при очищенні пластикових і скляних труб та апаратів;</li>
\n 	<li>на автомийках та СТО</li>
\n</ul>
\n<em>Призначений для ручного, машинного та циркуляційного способів миття.</em>
\n
\n&nbsp;
\n<h3><strong>Використання:</strong></h3>
\nКонцентрат потрібно розбавити холодною водою у пропорціях:
\n<ul>
\n 	<li>1:15 - за традиційним способом, при звичайному використанні (після очищення промиті поверхні слід промити водою)</li>
\n 	<li>1: 200 - 1:20 - методом циркуляції, в залежності від твердості використовуваної води  (Розчин слід циркулювати всередині апарату протягом 10 - 60 хвилин, після миття, промити пристрій водою 5 - 10 хвилин)</li>
\n</ul>
\nВеликі відкладення вапняного шару можна видалити концентратом (без розведення).
\n<div></div>
\n<h3><strong>ROST-це дуже ефективний концентрат</strong></h3>
\n<div>Контейнер із 0,7 мл містить рідину, готову до використання, в інших- концентрат.</div>",,,taxable,,1,,,0,0,,,,,1,,,,"Господарство > Ванна, Господарство, Промисловість > Миття бетонних поверхонь, Промисловість","для приміщень, догляд за поверхнями, миття, Промисловість, чистка металевих поверхонь",,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/ROST-1.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/ROST.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/ROST-2.jpg",,,,,"PC006, PC018, PC005","N275, N287, KWAP2",,,0,Бренд,Pro-Chem,1,1,Об'єм,"1 л, 12 л, 600 мл, 700 мл, 8 л",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":205,""to_translate"":{""ru"":205}}",,default,default,default,1,ROST,52,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
693,variation,PC008-12,ROST - 12 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1202.78,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/ROST-2.jpg,,,PC008,,,"N275, N287, KWAP2",,,0,Об'єм,12 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,rost-12-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
694,variation,"PC008-0,6",ROST - 600 мл,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,96.2,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/ROST.jpg,,,PC008,,,"N275, N287, KWAP2",,,2,Об'єм,600 мл,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,rost-600-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
695,variation,"PC008-0,7",ROST - 700 мл,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,111.44,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/ROST.jpg,,,PC008,,,"N275, N287, KWAP2",,,3,Об'єм,700 мл,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,rost-700-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
696,variation,PC008-8,ROST - 8 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,891,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/ROST-2.jpg,,,PC008,,,"N275, N287, KWAP2",,,4,Об'єм,8 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,rost-8-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
697,variation,PC008-1,ROST - 1 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,148.5,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/ROST-1.jpg,,,PC008,,,"N275, N287, KWAP2",,,5,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,rost-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
698,variable,PC004,EXPERT,1,0,visible,"<strong>Концентрат для знежирення та миття</strong>
\nПотужний концентрат для знежирення та миття. Легко видаляє забруднення маслами, жирами та смолою. Ідеально підходить для очищення олійних плям на бруківці. Найкраще використовувати для:
\n<ul>
\n 	<li>вимивання жирних плям з усіх типів поверхонь (включно з бруківкою)</li>
\n 	<li>у сервісних та виробничих приміщеннях</li>
\n 	<li>миття автомобіля та механічних частин</li>
\n 	<li>АЗС</li>
\n 	<li>автосервісів</li>
\n</ul>","Потужний концентрат для знежирення та миття. Ідеально видаляє домішки, масла, оливи та смоляні залишки.
\nПризначений для використання у вигляді емульсій з водою в концентраціях 1 - 20%.
\n
\nІдеально підходить для:
\n<ul>
\n 	<li>вимивання жирних плям з усіх типів поверхонь (включно з бруківкою)</li>
\n 	<li>сервісні та виробничі зали</li>
\n 	<li>машини та механічні частини</li>
\n 	<li>АЗС</li>
\n 	<li>автосервіси</li>
\n</ul>
\n<h3><strong>Використання:</strong></h3>
\nКонцентрат потрібно розвести холодною водою для одержання розчину:
\n
\n1 - 5% - для прибирання сервісних і виробничих приміщень (ручне миття і машинне)
\n
\n1 - 10% - для очищення плям від масел та мастил з килимів, оббивки та робочого одягу (не впливає на кольори тканини)
\n
\n5 - 20% - для миття масляних плям з бруківки та бетону на автозаправних станціях, для очищення механічних частин
\n
\nУ замкнутому циклі емульсія може бути використана багаторазово.
\n<div></div>
\n<strong>EXPERT – ЕФЕКТИВНИЙ КОНЦЕНТРАТ</strong>
\n
\n&nbsp;
\n
\n&nbsp;
\n
\n<img src=""http://imagizer.imageshack.us/v2/800x600q90/923/D2eqeu.jpg"" alt="""" />",,,taxable,,1,,,0,0,,,,,1,,,,"Промисловість > Очищення бруківки, Промисловість","для приміщень, догляд за поверхнями, миття, Промисловість",,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/EXPERT.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/EXPERT-1.jpg",,,,,"PC018, PC008, PC019","PC002, PC212, KWAP2",,,0,Бренд,Pro-Chem,1,1,Об'єм,"1 л, 10 л, 20 л, 6 л",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":183,""to_translate"":{""ru"":183}}",,default,default,default,1,EXPERT,41,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
701,variation,PC004-20,EXPERT - 20 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2524.5,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/EXPERT-1.jpg,,,PC004,,,"PC002, PC212, KWAP2",,,0,Об'єм,20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,expert-20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
702,variation,PC004-1,EXPERT - 1 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,178.2,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/EXPERT.jpg,,,PC004,,,"PC002, PC212, KWAP2",,,2,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,expert-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
703,variation,PC004-6,EXPERT - 6 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,891,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/EXPERT-1.jpg,,,PC004,,,"PC002, PC212, KWAP2",,,3,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,expert-6-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
704,variation,PC004-10,EXPERT - 10 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1336.5,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/EXPERT-1.jpg,,,PC004,,,"PC002, PC212, KWAP2",,,4,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,expert-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
705,variable,PC106,BASIC,1,0,visible,"<strong>Рідина для ретельного очищення</strong>
\nВін ефективно видаляє застарілий бруд, жирні плями, сажу та ін. Незамінний для миття швів між плитками.","<strong>BASIC</strong> - концентрований миючий засіб, призначений для очищення всіх поверхонь, стійких до лужного середовища.Засіб має очисні та знежирювальні властивості.
\n
\nЕфективно видаляє застарілий бруд, жирні плями, сажу і т. д.Він дуже добре працює як рідина для ретельного очищення сильно забруднених поверхонь, наприклад, квартир після реконструкції. Незамінний для чищення швів між плитками.Засіб також використовується для очищення атмосферних забруднень фасадів будівель, кам'яних підлог і бруківки. Завдяки консистенції піни він тривалий час залишається на вертикальних поверхнях, що значно полегшує прибирання.
\n
\n&nbsp;
\n
\n<strong>Використання:</strong>
\n
\nЗалежно від ступеня забруднення очищеної поверхні використовуйте розчин препарату:
\n<ul>
\n 	<li>5 - 10% (від 50 до 100 мл препарату на 1 л води)</li>
\n</ul>
\nПотім нанесіть розчин на поверхню, яку слід чистити, і використовуйте механічний засіб (наприклад, губку, щітку, швабру).
\n
\nЧерез кілька хвилин зібрати препарат і промити водою. У випадку сильних забруднень концентрат можна використовувати без розведення (наприклад, для чищення швів).
\n
\nПеред першим використанням виконати попередню перевірку на чищеній поверхні.
\n
\n&nbsp;
\n
\n<strong>Увага!</strong> Не допускати висихання продукту на чищеній поверхні.
\n
\nНе використовувати на гарячих поверхнях.
\n
\n[embed]https://youtu.be/0KzniLqVG6Q[/embed]",,,taxable,,1,,,0,0,,,,,1,,,,"Господарство, Промисловість > Миття підлоги, Промисловість > Очищення бруківки, Господарство > Підлога, Промисловість",,,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/BASIC.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/BASIC-1.jpg",,,,,,,,,0,Бренд,Pro-Chem,1,1,Об'єм,"1 л, 11 л, 7 л",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,,,,,,1,,,"<iframe title=""BASIC - Płyn do gruntownego mycia marki PRO-CHEM"" width=""1200"" height=""675"" src=""https://www.youtube.com/embed/0KzniLqVG6Q?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",1565042102,,,,,,,,,,,,,,,,,,,,,,
708,variation,PC106-11,BASIC - 11 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1143.45,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/BASIC-1.jpg,,,PC106,,,,,,0,Об'єм,11 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,basic-11-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
709,variation,PC106-7,BASIC - 7 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,779.69,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/BASIC-1.jpg,,,PC106,,,,,,2,Об'єм,7 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,basic-7-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
710,variation,PC106-1,BASIC - 1 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,133.58,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/BASIC.jpg,,,PC106,,,,,,3,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,basic-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
711,variable,PC011,PRO MAT,1,0,visible,"<strong>Засіб для матування лакофарбованих покриттів</strong>
\nВідмінний засіб, що використовується в якості добавки до води при матуванні лакованих покриттів: створює чудову адгезію для подальших лакофарбованих виробів.
\n
\nЗменшує утворення нерегулярних подряпин, не забиває наждачний папір.","<strong>PRO MAT -</strong> Відмінний засіб, що використовується як додаток до води при матуванням лакованих покриттів.
\n<ul>
\n 	<li>обезжирює навіть важкий бруд (моторні елементи, двері, механічні частини)</li>
\n 	<li>створює хорошу адгезію для наступних робіт</li>
\n 	<li>зменшує утворення нерегулярних подряпин</li>
\n 	<li>зменшує отвори</li>
\n 	<li>не забиває абразивний папір</li>
\n</ul>
\n&nbsp;
\n
\nВикористовувати як додаток до води.
\n
\nЕкологічний продукт, водорозчинний.
\n
\n<img src=""https://imageshack.com/i/pnZuKDxzp"" alt="""" />",,,taxable,,1,,,0,0,,,,,1,,,,Промисловість > Лакування,"догляд за поверхнями, миття, Промисловість",,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/PRO-MAT.jpg,,,,,"PC013, PC022, PC015","PC225, N287, PC219",,,0,Бренд,Pro-Chem,1,1,Об'єм,"1 л, 6 л",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,,no,"{""total"":93,""to_translate"":{""ru"":93}}",,default,default,default,1,PRO MAT,41,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
